[13Jul2025 00:00:02.984] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity ancient_elements:undead_miner but it was marked as removed already
[13Jul2025 00:00:02.986] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity ancient_elements:undead_miner but it was marked as removed already
[13Jul2025 00:03:38.625] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: JJleyendsxd[/127.211.88.39:38627] logged in with entity id 14040 at (-745.0454667491637, 207.0, -7048.903662755756)
[13Jul2025 00:03:38.634] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JJleyendsxd joined the game
[13Jul2025 00:03:38.654] [Server thread/INFO] [Jade/]: Syncing config to JJleyendsxd (60f3c68d-2328-339c-ad17-c2d9c96ed461)
[13Jul2025 00:03:41.057] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: RODSQUARE moved too quickly! 0.5744357595922338,1.1767592750642422,10.096631210579517
[13Jul2025 00:03:41.097] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2417ms or 48 ticks behind
[13Jul2025 00:04:13.669] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <JJleyendsxd> bordon
[13Jul2025 00:04:35.225] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <JUANCITO> ou
[13Jul2025 00:04:37.281] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <JJleyendsxd> que harias con mi pene?
[13Jul2025 00:04:54.579] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JJleyendsxd was killed
[13Jul2025 00:04:54.585] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [JUANCITO: Killed JJleyendsxd]
[13Jul2025 00:04:54.585] [Server thread/INFO] [tombstone/]: The player JJleyendsxd has successfully been saved
[13Jul2025 00:05:05.824] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <RODSQUARE> que tonto
[13Jul2025 00:05:07.665] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <JJleyendsxd> XD
[13Jul2025 00:06:17.410] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JJleyendsxd has made the advancement [Called Your Bluff]
[13Jul2025 00:06:19.981] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: RODSQUARE has made the advancement [Fluffy!]
[13Jul2025 00:08:17.555] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [JUANCITO: Set own game mode to Survival Mode]
[13Jul2025 00:08:51.233] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [JUANCITO: Set own game mode to Creative Mode]
[13Jul2025 00:09:28.961] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: -Azumi-[/127.67.69.45:60837] logged in with entity id 17986 at (-92.97381554491456, 77.0, 772.0420659668157)
[13Jul2025 00:09:28.970] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: -Azumi- joined the game
[13Jul2025 00:09:28.990] [Server thread/INFO] [Jade/]: Syncing config to -Azumi- (517bebbf-7cc1-34b6-bd3c-d10859929ffe)
[13Jul2025 00:09:31.010] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: RODSQUARE moved too quickly! 7.928415666864112,1.7491326388584127,5.895464321666395
[13Jul2025 00:09:31.017] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2137ms or 42 ticks behind
[13Jul2025 00:09:36.734] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/18069, l='ServerLevel[world]', x=-97.23, y=78.03, z=774.78]
[13Jul2025 00:37:58.388] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:58.431] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:58.431] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:58.471] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:58.471] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:58.565] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:58.565] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:58.661] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:58.661] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:58.754] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:58.754] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:58.844] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:58.844] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:58.936] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:58.936] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.036] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.036] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.131] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.131] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.193] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.193] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.234] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.235] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.286] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.286] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.345] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.345] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.387] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.388] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.430] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.430] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.481] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.481] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.526] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.526] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.601] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.601] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.647] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.647] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.699] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.700] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.739] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.739] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.788] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.788] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.831] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.831] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.882] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.883] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.930] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.931] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:37:59.973] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:37:59.973] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.016] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.016] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.069] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.069] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.115] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.116] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.162] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.163] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.209] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.209] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.252] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.252] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.298] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.298] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.345] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.346] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.395] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.395] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.444] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.445] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.489] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.489] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.538] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.538] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.580] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.580] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.627] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.627] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.677] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.678] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
[13Jul2025 00:38:00.725] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43261, l='ServerLevel[world]', x=-97.33, y=78.09, z=774.76]
[13Jul2025 00:38:00.726] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/43262, l='ServerLevel[world]', x=-98.23, y=77.65, z=775.16]
